x1,x2,y
concerned,meddlesome,1
oversize,fat,1
procrastinate,stall,1
temporize,stall,1
dreamer,daydreamer,1
visionary,daydreamer,1
obstinate,firm,1
pigheaded,obstinate,1
attack,defend,1
attack,counterattack,1
attack,retaliation,1
bombard,attack,1
beg,ask,1
demand,ask,1
hardliner,conservative,1
hardliner,rightwing,1
riot,demonstration,1
harass,probe,1
terrorist,activist,1
terrorist,protestor,1
terrorist,revolutionary,1
slam,disagree,1
ultraconservative,conservative,1
ultraconservative,rightwing,1
leftwing,progressive,1
leftwing,activist,1
disruption,demonstration,1
antiabortion,prolife,1
diplomatic,polite,1
dictator,leader,1
murderer,dictator,1
despot,dictator,1
despot,leader,1
murderer,despot,1
murderer,revolutionist,1
agitator,revolutionist,1
rebel,revolutionist,1
lazy,easygoing,1
slovenly,easygoing,1
slovenly,lazy,1
gourmand,epicure,1
glutton,gourmand,1
glutton,overeater,1
overeater,epicure,1
tight,thrifty,1
stingy,tight,1
stingy,thrifty,1
stingy,economical,1
stingy,forehanded,1
miserly,economical,1
parsimonious,economical,1
illiberal,forehanded,1
pedant,stickler,1
pedant,perfectionist,1
nitpicker,perfectionist,1
nitpicker,disciplinarian,1
cleared,vindicated,1
whitewashed,vindicated,1
whitewashed,cleared,1
ogle,eye,1
perv,ogle,1
perv,eye,1
ogle,observe,1
seduce,charm,1
harass,seduce,1
rape,harass,1
rape,seduce,1
overstate,enhance,1
falsify,overstate,1
falsify,enhance,1
overstate,elaborate,1
overdo,elaborate,1
overdo,enhance,1
eccentric,liberated,1
eccentric,individualistic,1
strange,liberated,1
strange,individualistic,1
freak,strange,1
crazy,eccentric,1
crazy,strange,1
wild,eccentric,1
wild,strange,1
crazy,liberated,1
crazy,individualistic,1
wild,liberated,1
wild,individualistic,1
freak,liberated,1
freak,individualistic,1
thrash,criticize,1
slam,criticize,1
roast,criticize,1
blame,question,1
smack,probe,1
hit,question,1
illegal,undocumented,1
nail,catch,1
nail,arrest,1
insincerity,duplicity,1
hypocrisy,insincerity,1
hypocrisy,duplicity,1
rip,grab,1
revolution,demonstration,1
snitch,whistleblower,1
tattletale,whistleblower,1
fink,whistleblower,1
snitch,informer,1
snitch,informant,1
snitch,source,1
tattletale,informer,1
tattletale,informant,1
tattletale,source,1
snitch,tipster,1
tattletale,tipster,1
fink,tipster,1
annoyed,indignant,1
mad,annoyed,1
changed,reconsidered,1
renege,reconsidered,1
welsh,reconsidered,1
welsh,changed,1
renege,changed,1
talkative,exuberant,1
drunk,talkative,1
drunk,exuberant,1
talkative,energetic,1
drunk,energetic,1
talkative,sparkling,1
drunk,sparkling,1
drunkard,exuberant,1
drunkard,talkative,1
drunkard,energetic,1
drunkard,sparkling,1
drunk,conversational,1
drunkard,conversational,1
conversational,energetic,1
conversational,exuberant,1
conversational,sparkling,1
uncontrollable,lively,1
wild,lively,1
chaotic,lively,1
crowded,lively,1
wild,crowded,1
chaotic,crowded,1
uncontrollable,crowded,1
uncontrollable,buzzing,1
wild,buzzing,1
chaotic,buzzing,1
crowded,buzzing,1
grope,fondle,1
repeat,highlight,1
repeat,talk,1
simper,charm,1
gushes,simper,1
gushes,charm,1
befuddled,amusing,1
bohemian,artistic,1
freak,bohemian,1
freak,artistic,1
risqué,plunging,1
risqué,inelegant,1
risqué,décolleté,1
provocative,plunging,1
provocative,inelegant,1
provocative,décolleté,1
filthy,plunging,1
filthy,inelegant,1
filthy,décolleté,1
tarty,plunging,1
tarty,inelegant,1
tarty,décolleté,1
tarty,risqué,1
sob,whimper,1
sob,snivel,1
blubber,sob,1
blubber,whimper,1
blubber,snivel,1
interfering,concerned,1
interfering,attentive,1
intrusive,attentive,1
intrusive,concerned,1
snooping,attentive,1
snooping,concerned,1
meddlesome,attentive,1
meddlesome,concerned,1
fat,oversize,1
stall,procrastinate,1
stall,temporize,1
daydreamer,dreamer,1
daydreamer,visionary,1
ask,cry,1
drunk,strange,1
touch,connect,1
touch ,fondle,1
touch ,grope,1
counterattack,attack,1
retaliate,attack,1
defend,retaliate,1
retaliate,defend,1
attack,bombard,1
ask,beg,1
ask,demand,1
conservative,hardliner,1
rightwing,hardliner,1
demonstration,riot,1
probe,harass,1
activist,terrorist,1
protestor,terrorist,1
conscientious,overzealous,1
tyrant,leader,1
stingy,miserly,0
freak,crazy,0
informer,source,0
source,informant,0
energetic,enthusiastic,0
delay,procrastinate,0
obstinate,stubborn,0
defend,counterattack,0
disagree,dissent,0
leftwing,leftist,0
disruption,disturbance,0
leader,chief,0
murderer,killer,0
leader,commander,0
revolutionist,revolutionary,0
rebel,disruptive,0
epicure,gourmet,0
thrifty,economical,0
forehanded,prudent,0
charm,mesmerize,0
rape,molest,0
elaborate,expand,0
overdo,overplay,0
unconventional,atypical,0
freak,monster,0
crazy,wild,0
crazy,insane,0
wild,insane,0
freak,demented,0
demented,psycho,0
demented,mad,0
mad,psycho,0
undocumented,unregistered,0
demonstration,display,0
snitch,tattletale,0
informer,informant,0
informant,source,0
informer,source,0
informer,tipster,0
reconsidered,reevaluated,0
exuberant,energetic,0
energetic ,spirited,0
sparkling,spirited,0
talkative,chatty,0
drunk,drunkard,0
drunkard,soak,0
lively,energetic,0
lively,enjoyable,0
crowded,cramped,0
chaotic,haywire,0
highlight,emphasize,0
artistic,creative,0
filthy,gross,0
filthy,crude,0
filthy,tarty,0
blubber,howl,0
interfering,intrusive,0
intrusive,snooping,0
intrusive,meddlesome,0
interfering,snooping,0
concerned,caring,0
oversize,overweight,0
falsify,misrepresent,0
illegal,unlawful,0
lively,cheerful,0
terrorist,bomber,0
diplomatic,tactful,0
gourmand,gourmandizer,0
uncontrollable,unmanageable,0
libidious,lustful,0
miserly,stingy,0
crazy,freak,0
source,informer,0
informant,source,0
enthusiastic,energetic,0
procrastinate,delay,0
stubborn,obstinate,0
counterattack,defend,0
dissent,disagree,0
leftist,leftwing,0
disturbance,disruption,0
chief,leader,0
killer,murderer,0
commander,leader,0
revolutionary,revolutionist,0
disruptive,rebel,0
gourmet,epicure,0
economical,thrifty,0
prudent,forehanded,0
mesmerize,charm,0
expand,elaborate,0
overplay,overdo,0
atypical,unconventional,0
monster,freak,0
wild,crazy,0
insane,crazy,0
insane,wild,0
demented,freak,0
psycho,demented,0
mad,demented,0
psycho,mad,0
unregistered,undocumented,0
display,demonstration,0
tattletale,snitch,0
informant,informer,0
source,informant,0
source,informer,0
tipster,informer,0
reevaluated,reconsidered,0
energetic,exuberant,0
spirited,energetic ,0
spirited,sparkling,0
chatty,talkative,0
drunkard,drunk,0
soak,drunkard,0
energetic,lively,0
enjoyable,lively,0
cramped,crowded,0
haywire,chaotic,0
emphasize,highlight,0
creative,artistic,0
gross,filthy,0
crude,filthy,0
tarty,filthy,0
howl,blubber,0
intrusive,interfering,0
snooping,intrusive,0
meddlesome,intrusive,0
snooping,interfering,0
caring,concerned,0
overweight,oversize,0
misrepresent,falsify,0
unlawful,illegal,0
cheerful,lively,0
bomber,terrorist,0
tactful,diplomatic,0
gourmandizer,gourmand,0
unmanageable,uncontrollable,0
lustful,libidious,0
bastard,breathtaking,1
bastards,hurrah,1
bitch,outstanding,1
bitches,superb,1
cock,thrilled,1
cocksucker,amazing,1
cocksuckers,awesome,1
cunt,brilliant,1
motherfucker,ecstatic,1
motherfucking,euphoric,1
niggas,exuberant,1
nigger,fabulous,1
prick,fantastic,1
slut,fun,1
son-of-a-bitch,funnier,1
twat,funny,1
ass,godsend,1
assfucking,heavenly,1
asshole,lifesaver,1
bullshit,lmao,1
catastrophic,lmfao,1
damn,masterpiece,1
damned,masterpieces,1
damnit,miracle,1
dick,overjoyed,1
dickhead,rapturous,1
fraud,rejoice,1
frauds,rejoiced,1
fraudster,rejoices,1
fraudsters,rejoicing,1
fraudulence,rofl,1
fraudulent,roflcopter,1
fuck,roflmao,1
fucked,rotfl,1
fucker,rotflmfao,1
fuckers,rotflol,1
fuckface,stunning,1
fuckhead,terrific,1
fucking,triumph,1
fucktard,triumphant,1
fuked,win,1
fuking,winner,1
hell,winning,1
jackass,wins,1
jackasses,wonderful,1
piss,wooo,1
pissed,woow,1
rape,wow,1
rapist,wowow,1
scumbag,wowww,1
shit,admire,1
shithead,admired,1
shrew,admires,1
torture,admiring,1
tortured,adorable,1
tortures,adore,1
torturing,adored,1
whore,adores,1
wtf,affection,1
abhor,affectionate,1
abhorred,amuse,1
abhorrent,amused,1
abhors,amusement,1
abuse,amusements,1
abused,astound,1
abuses,astounded,1
abusive,astounding,1
acrimonious,astoundingly,1
agonise,astounds,1
agonised,audacious,1
agonises,award,1
agonising,awarded,1
agonize,awards,1
agonized,beatific,1
agonizes,beauties,1
agonizing,beautiful,1
anger,beautifully,1
angers,beautify,1
angry,beloved,1
anguish,best,1
anguished,blessing,1
apathetic,bliss,1
apathy,blissful,1
apeshit,blockbuster,1
arrested,breakthrough,1
assassination,captivated,1
assassinations,celebrate,1
awful,celebrated,1
bad,celebrates,1
badass,celebrating,1
badly,charm,1
bankrupt,charming,1
bankster,cheery,1
betray,classy,1
betrayal,cool stuff,1
betrayed,dearly,1
betraying,delight,1
betrays,delighted,1
bloody,delighting,1
boring,delights,1
brainwashing,devoted,1
bribe,elated,1
can't stand,elation,1
catastrophe,enrapture,1
charged,enthral,1
charmless,enthusiastic,1
chastise,euphoria,1
chastised,excellence,1
chastises,excellent,1
chastising,excite,1
cheat,excited,1
cheated,excitement,1
cheater,exciting,1
cheaters,exhilarated,1
cheats,exhilarates,1
colluding,exhilarating,1
conspiracy,exultant,1
cover-up,exultantly,1
crap,faithful,1
crime,fan,1
criminal,fascinate,1
criminals,fascinated,1
crisis,fascinates,1
cruel,fascinating,1
cruelty,ftw,1
damage,gallant,1
damages,gallantly,1
dead,gallantry,1
deceit,genial,1
deceitful,glad,1
deceive,glamorous,1
deceived,glamourous,1
deceives,glee,1
deceiving,gleeful,1
deception,good,1
defect,goodness,1
defects,gracious,1
despair,grand,1
despairing,grateful,1
despairs,great,1
desperate,greater,1
desperately,greatest,1
despondent,haha,1
destroy,hahaha,1
destroyed,hahahah,1
destroying,happiness,1
destroys,happy,1
destruction,heartfelt,1
destructive,heroic,1
die,humerous,1
died,impress,1
dipshit,impressed,1
dire,impresses,1
direful,impressive,1
disastrous,inspiring,1
disgust,joy,1
disgusted,joyful,1
disgusting,joyfully,1
distrust,joyous,1
distrustful,jubilant,1
does not work,kudos,1
douche,lawl,1
douchebag,lol,1
dreadful,lovable,1
dumb,love,1
dumbass,loved,1
evil,lovelies,1
fag,lovely,1
faggot,loyal,1
faggots,loyalty,1
fake,luck,1
fakes,luckily,1
faking,lucky,1
falsified,marvel,1
falsify,marvelous,1
fatalities,marvels,1
fatality,medal,1
fed up,merry,1
felonies,mirth,1
felony,mirthful,1
fiasco,mirthfully,1
frenzy,nice,1
frightening,ominous,1
fud,once-in-a-lifetime,1
furious,paradise,1
goddamn,perfect,1
greed,perfectly,1
green wash,pleasant,1
green washing,pleased,1
greenwash,pleasure,1
greenwasher,popular,1
greenwashers,praise,1
greenwashing,praised,1
guilt,praises,1
guilty,praising,1
hate,prosperous,1
hated,right direction,1
haters,rigorous,1
hates,rigorously,1
hating,scoop,1
heartbreaking,sexy,1
heartbroken,soothe,1
horrendous,soothed,1
horrible,soothing,1
horrific,sparkle,1
horrified,sparkles,1
humiliated,sparkling,1
humiliation,splendid,1
hysteria,successful,1
hysterical,super,1
hysterics,vibrant,1
idiot,vigilant,1
idiotic,visionary,1
illegal,vitality,1
imbecile,vivacious,1
irate,wealth,1
irritate,winwin,1
irritated,won,1
irritating,woo,1
jerk,woohoo,1
kill,worshiped,1
killed,yummy,1
killing,abilities,1
kills,ability,1
liar,absolve,1
liars,absolved,1
loathe,absolves,1
loathed,absolving,1
loathes,accomplish,1
loathing,accomplished,1
loose,accomplishes,1
looses,acquit,1
loser,acquits,1
losing,acquitted,1
loss,acquitting,1
lost,advantage,1
lunatic,advantages,1
lunatics,adventure,1
mad,adventures,1
maddening,adventurous,1
madly,agog,1
madness,agreeable,1
mediocrity,amaze,1
miserable,amazed,1
misleading,amazes,1
moron,ambitious,1
murdering,appease,1
murderous,appeased,1
nasty,appeases,1
no fun,appeasing,1
not working,applaud,1
nuts,applauded,1
obnoxious,applauding,1
outrage,applauds,1
outraged,applause,1
panic,appreciate,1
panicked,appreciated,1
panics,appreciates,1
perjury,appreciating,1
pissing,appreciation,1
pseudoscience,approval,1
racism,approved,1
racist,approves,1
racists,asset,1
rant,assets,1
ranter,astonished,1
ranters,attracting,1
rants,attraction,1
ridiculous,attractions,1
scandal,avid,1
scandalous,backing,1
scandals,bargain,1
screwed up,benefit,1
selfish,benefits,1
selfishness,benefitted,1
shitty,benefitting,1
sinful,better,1
slavery,bless,1
spammer,blesses,1
spammers,blithe,1
suck,bold,1
sucks,boldly,1
swindle,brave,1
swindles,brightest,1
swindling,brisk,1
terrible,buoyant,1
terribly,calm,1
terrified,calmed,1
terror,calming,1
terrorize,calms,1
terrorized,care,1
terrorizes,careful,1
trauma,carefully,1
traumatic,cares,1
treason,chance,1
treasonous,chances,1
ugly,cheer,1
victim,cheered,1
victimize,cheerful,1
victimized,cheering,1
victimizes,cheers,1
victimizing,cherish,1
victims,cherished,1
vile,cherishes,1
violence,cherishing,1
violent,chic,1
vitriolic,clarifies,1
wanker,clarity,1
warning,clean,1
warnings,cleaner,1
whitewash,clever,1
withdrawal,comfort,1
woeful,comfortable,1
worried,comforting,1
worry,comforts,1
worrying,commend,1
worse,commended,1
worsen,commitment,1
worsened,compassionate,1
worsening,competent,1
worsens,competitive,1
worst,comprehensive,1
wrathful,conciliate,1
entrusted,bastard,1
esteemed,bastards,1
ethical,bitch,1
exasperated,bitches,1
exclusive,cock,1
exonerate,cocksucker,1
exonerated,cocksuckers,1
exonerates,cunt,1
exonerating,motherfucker,1
fair,motherfucking,1
favor,niggas,1
favored,nigger,1
favorite,prick,1
favorited,slut,1
favorites,son-of-a-bitch,1
favors,twat,1
fearless,ass,1
fervent,assfucking,1
fervid,asshole,1
festive,bullshit,1
fine,catastrophic,1
flagship,damn,1
focused,damned,1
fond,damnit,1
fondness,dick,1
fortunate,dickhead,1
freedom,fraud,1
friendly,frauds,1
frisky,fraudster,1
fulfill,fraudsters,1
fulfilled,fraudulence,1
fulfills,fraudulent,1
funky,fuck,1
futile,fucked,1
gain,fucker,1
gained,fuckers,1
gaining,fuckface,1
gains,fuckhead,1
generous,fucking,1
gift,fucktard,1
glorious,fuked,1
glory,fuking,1
gratification,hell,1
greetings,jackass,1
growth,jackasses,1
ha,piss,1
hail,pissed,1
hailed,rape,1
hardier,rapist,1
hardy,scumbag,1
healthy,shit,1
heaven,shithead,1
help,shrew,1
helpful,torture,1
helping,tortured,1
helps,tortures,1
hero,torturing,1
heroes,whore,1
highlight,wtf,1
hilarious,abhor,1
honest,abhorred,1
honor,abhorrent,1
honored,abhors,1
honoring,abuse,1
honour,abused,1
honoured,abuses,1
honouring,abusive,1
hope,acrimonious,1
hopeful,agonise,1
hopefully,agonised,1
hopes,agonises,1
hoping,agonising,1
hug,agonize,1
hugs,agonized,1
humor,agonizes,1
humorous,agonizing,1
humour,anger,1
humourous,angers,1
immortal,angry,1
importance,anguish,1
important,anguished,1
improve,apathetic,1
improved,apathy,1
improvement,apeshit,1
improves,arrested,1
improving,assassination,1
indestructible,assassinations,1
infatuated,awful,1
infatuation,bad,1
influential,badass,1
innovative,badly,1
inquisitive,bankrupt,1
inspiration,bankster,1
inspirational,betray,1
inspire,betrayal,1
inspired,betrayed,1
inspires,betraying,1
intact,betrays,1
integrity,bloody,1
intelligent,boring,1
interested,brainwashing,1
interesting,bribe,1
intricate,can't stand,1
invincible,catastrophe,1
invulnerable,charged,1
irresistible,charmless,1
irresponsible,chastise,1
jaunty,chastised,1
jocular,chastises,1
joke,chastising,1
jokes,cheat,1
jolly,cheated,1
jovial,cheater,1
justice,cheaters,1
justifiably,cheats,1
justified,colluding,1
kind,conspiracy,1
kinder,cover-up,1
kiss,crap,1
landmark,crime,1
like,criminal,1
liked,criminals,1
likes,crisis,1
lively,cruel,1
loving,cruelty,1
mature,damage,1
meaningful,damages,1
mercy,dead,1
methodical,deceit,1
motivated,deceitful,1
motivating,deceive,1
nifty,deceived,1
noble,deceives,1
novel,deceiving,1
obsessed,deception,1
oks,defect,1
opportunities,defects,1
opportunity,despair,1
optimism,despairing,1
optimistic,despairs,1
outreach,desperate,1
pardon,desperately,1
pardoned,despondent,1
pardoning,destroy,1
pardons,destroyed,1
passionate,destroying,1
peace,destroys,1
peaceful,destruction,1
peacefully,destructive,1
perfected,die,1
perfects,died,1
picturesque,dipshit,1
playful,dire,1
positive,direful,1
positively,disastrous,1
powerful,disgust,1
privileged,disgusted,1
proactive,disgusting,1
progress,distrust,1
prominent,distrustful,1
proud,does not work,1
proudly,douche,1
rapture,douchebag,1
raptured,dreadful,1
raptures,dumb,1
ratified,dumbass,1
reassuring,evil,1
recommend,fag,1
recommended,faggot,1
recommends,faggots,1
redeemed,fake,1
relaxed,fakes,1
reliant,faking,1
relieved,falsified,1
relieving,falsify,1
relishing,fatalities,1
remarkable,fatality,1
rescue,fed up,1
rescued,felonies,1
rescues,felony,1
resolute,fiasco,1
resolve,frenzy,1
resolved,frightening,1
resolves,fud,1
resolving,furious,1
respected,goddamn,1
responsible,greed,1
responsive,green wash,1
restful,green washing,1
revered,greenwash,1
revive,greenwasher,1
revives,greenwashers,1
reward,greenwashing,1
rewarded,guilt,1
rewarding,guilty,1
rewards,hate,1
rich,hated,1
robust,haters,1
romance,hates,1
satisfied,hating,1
save,heartbreaking,1
saved,heartbroken,1
secure,horrendous,1
secured,horrible,1
secures,horrific,1
self-confident,horrified,1
serene,humiliated,1
sincere,humiliation,1
sincerely,hysteria,1
sincerest,hysterical,1
sincerity,hysterics,1
slick,idiot,1
slicker,idiotic,1
slickest,illegal,1
smarter,imbecile,1
smartest,irate,1
smile,irritate,1
smiled,irritated,1
smiles,irritating,1
smiling,jerk,1
solid,kill,1
solidarity,killed,1
sophisticated,killing,1
spirited,kills,1
sprightly,liar,1
stable,liars,1
stamina,loathe,1
steadfast,loathed,1
stimulating,loathes,1
stout,loathing,1
strength,loose,1
strengthen,looses,1
strengthened,loser,1
strengthening,losing,1
strengthens,loss,1
strong,lost,1
stronger,lunatic,1
strongest,lunatics,1
suave,mad,1
success,maddening,1
sunshine,madly,1
superior,madness,1
support,mediocrity,1
supported,miserable,1
supportive,misleading,1
supports,moron,1
survived,murdering,1
surviving,murderous,1
survivor,nasty,1
sweet,no fun,1
swift,not working,1
swiftly,nuts,1
sympathetic,obnoxious,1
sympathy,outrage,1
tender,outraged,1
thank,panic,1
thankful,panicked,1
thanks,panics,1
thoughtful,perjury,1
tolerant,pissing,1
top,pseudoscience,1
tops,racism,1
tranquil,racist,1
treasure,racists,1
treasures,rant,1
TRUE,ranter,1
trusted,ranters,1
unbiased,rants,1
unequaled,ridiculous,1
unstoppable,scandal,1
untarnished,scandalous,1
useful,scandals,1
usefulness,screwed up,1
vindicate,selfish,1
vindicated,selfishness,1
vindicates,shitty,1
vindicating,sinful,1
virtuous,slavery,1
warmth,spammer,1
wealthy,spammers,1
welcome,suck,1
welcomed,sucks,1
welcomes,swindle,1
willingness,swindles,1
worth,swindling,1
worthy,terrible,1
yeees,terribly,1
youthful,terrified,1
zealous,terror,1
aboard,terrorize,1
absorbed,terrorized,1
accept,terrorizes,1
accepted,trauma,1
accepting,traumatic,1
accepts,treason,1
achievable,treasonous,1
active,ugly,1
adequate,victim,1
adopt,victimize,1
adopts,victimized,1
advanced,victimizes,1
agree,victimizing,1
agreed,victims,1
agreement,vile,1
agrees,violence,1
alive,violent,1
allow,vitriolic,1
anticipation,wanker,1
ardent,warning,1
attract,warnings,1
attracted,whitewash,1
attracts,withdrawal,1
authority,woeful,1
backed,worried,1
backs,worry,1
big,worrying,1
boost,worse,1
boosted,worsen,1
boosting,worsened,1
boosts,worsening,1
bright,worsens,1
brightness,worst,1
capable,wrathful,1
carefree,abandon,1
certain,abandoned,1
clear,abandons,1
cleared,abducted,1
clearly,abduction,1
clears,abductions,1
comedy,accident,1
commit,accidental,1
commits,accidentally,1
committed,accidents,1
committing,accusation,1
compelled,accusations,1
convince,accuse,1
convinced,accused,1
convinces,accuses,1
cool,accusing,1
curious,ache,1
decisive,aching,1
desire,admonish,1
diamond,admonished,1
dream,afraid,1
dreams,aggravate,1
easy,aggravated,1
embrace,aggravates,1
engage,aggravating,1
engages,aggression,1
engrossed,aggressions,1
ensure,aggressive,1
ensuring,aghast,1
enterprising,alarm,1
entitled,alarmed,1
expand,alarmist,1
expands,alarmists,1
exploration,alienation,1
explorations,allergic,1
extend,alone,1
extends,animosity,1
faith,annoy,1
fame,annoyance,1
feeling,annoyed,1
fit,annoying,1
fitness,annoys,1
forgive,antagonistic,1
forgiving,anxiety,1
free,anxious,1
fresh,apocalyptic,1
god,appalled,1
grace,appalling,1
grant,apprehensive,1
granted,arrest,1
granting,arrests,1
grants,arrogant,1
greet,ashame,1
greeted,ashamed,1
greeting,awkward,1
greets,bailout,1
growing,bamboozle,1
guarantee,bamboozled,1
haunting,bamboozles,1
huge,ban,1
immune,banned,1
increase,barrier,1
increased,beaten,1
innovate,belittle,1
innovates,belittled,1
innovation,bereave,1
intense,bereaved,1
interest,bereaves,1
interests,bereaving,1
intrigues,biased,1
invite,bitter,1
inviting,bitterly,1
jesus,bizarre,1
jewel,blah,1
jewels,blame,1
join,blamed,1
keen,blames,1
laugh,blaming,1
laughed,blurry,1
laughing,boastful,1
laughs,bore,1
laughting,bored,1
launched,bother,1
legal,bothered,1
legally,bothers,1
lenient,bothersome,1
lighthearted,boycott,1
matter,boycotted,1
matters,boycotting,1
meditative,boycotts,1
motivate,brooding,1
motivation,bullied,1
natural,bully,1
please,bullying,1
pray,bummer,1
praying,burden,1
prays,burdened,1
prepared,burdening,1
pretty,burdens,1
promise,careless,1
promised,cashing in,1
promises,casualty,1
promote,censor,1
promoted,censored,1
promotes,censors,1
promoting,chagrin,1
prospect,chagrined,1
prospects,chaos,1
protect,chaotic,1
protected,charges,1
protects,cheerless,1
reach,childish,1
reached,choke,1
reaches,choked,1
reaching,chokes,1
reassure,choking,1
reassured,clash,1
reassures,clueless,1
relieve,cocky,1
relieves,coerced,1
restore,collapse,1
restored,collapsed,1
restores,collapses,1
restoring,collapsing,1
safe,collision,1
safely,collisions,1
safety,complacent,1
salient,complain,1
share,complained,1
shared,complains,1
shares,condemn,1
significance,condemnation,1
significant,condemned,1
smart,condemns,1
sobering,conflict,1
solution,conflicting,1
solutions,conflictive,1
solve,conflicts,1
solved,confuse,1
solves,confused,1
solving,confusing,1
spark,constrained,1
spirit,contagion,1
stimulate,contagions,1
stimulated,contempt,1
stimulates,contemptuous,1
straight,contemptuously,1
substantial,contentious,1
substantially,contestable,1
supporter,controversial,1
supporters,controversially,1
supporting,cornered,1
trust,costly,1
unified,coward,1
united,cowardly,1
unmatched,crash,1
validate,crazier,1
validated,craziest,1
validates,crazy,1
validating,crestfallen,1
vested,cried,1
vision,cries,1
visioning,critic,1
visions,criticism,1
vitamin,criticize,1
want,criticized,1
warm,criticizes,1
